Place_ID X Date,target
0Q2LTOG X 2020-02-07,100.071307
0Q2LTOG X 2020-02-08,92.576556
0Q2LTOG X 2020-02-09,83.569739
0Q2LTOG X 2020-02-10,113.946981
0Q2LTOG X 2020-02-11,113.111257
0Q2LTOG X 2020-02-12,62.605278
0Q2LTOG X 2020-02-13,102.276528
0Q2LTOG X 2020-02-14,114.394439
0Q2LTOG X 2020-02-15,61.788664
0Q2LTOG X 2020-02-16,46.639187
0Q2LTOG X 2020-02-17,42.782857
0Q2LTOG X 2020-02-18,68.996080
0Q2LTOG X 2020-02-19,138.639697
0Q2LTOG X 2020-02-20,120.701496
0Q2LTOG X 2020-02-21,141.337421
0Q2LTOG X 2020-02-22,69.319467
0Q2LTOG X 2020-02-23,79.453683
0Q2LTOG X 2020-02-24,81.811548
0Q2LTOG X 2020-02-25,45.126139
0Q2LTOG X 2020-02-26,92.969714
0Q2LTOG X 2020-02-27,93.212286
0Q2LTOG X 2020-02-28,98.146952
0Q2LTOG X 2020-02-29,74.306980
0Q2LTOG X 2020-03-01,91.828742
0Q2LTOG X 2020-03-02,71.917807
0Q2LTOG X 2020-03-03,92.360651
0Q2LTOG X 2020-03-04,61.902324
0Q2LTOG X 2020-03-05,80.782425
0Q2LTOG X 2020-03-06,93.522768
0Q2LTOG X 2020-03-07,139.882779
0Q2LTOG X 2020-03-08,114.411422
0Q2LTOG X 2020-03-09,170.687377
0Q2LTOG X 2020-03-10,35.665153
0Q2LTOG X 2020-03-11,51.187188
0Q2LTOG X 2020-03-12,77.028817
0Q2LTOG X 2020-03-13,44.018646
0Q2LTOG X 2020-03-14,78.509885
0Q2LTOG X 2020-03-15,49.008885
0Q2LTOG X 2020-03-16,73.137434
0Q2LTOG X 2020-03-17,80.813865
0Q2LTOG X 2020-03-18,77.381294
0Q2LTOG X 2020-03-19,67.334549
0Q2LTOG X 2020-03-20,71.979176
0Q2LTOG X 2020-03-21,109.037832
0Q2LTOG X 2020-03-22,49.157683
0Q2LTOG X 2020-03-23,81.124774
0Q2LTOG X 2020-03-24,104.760390
0Q2LTOG X 2020-03-25,119.371091
0Q2LTOG X 2020-03-26,75.747225
0Q2LTOG X 2020-03-27,66.568485
0Q2LTOG X 2020-03-28,65.373265
0Q2LTOG X 2020-03-29,71.741614
0Q2LTOG X 2020-03-30,82.287648
0Q2LTOG X 2020-03-31,75.486034
0Q2LTOG X 2020-04-01,67.991097
0Q2LTOG X 2020-04-02,79.206690
0Q2LTOG X 2020-04-03,66.904421
0Q2LTOG X 2020-04-04,55.893615
15WCXN1 X 2020-01-02,203.299937
15WCXN1 X 2020-01-03,219.241762
15WCXN1 X 2020-01-04,197.462366
15WCXN1 X 2020-01-05,187.380488
15WCXN1 X 2020-01-06,144.136844
15WCXN1 X 2020-01-07,41.835098
15WCXN1 X 2020-01-08,127.746377
15WCXN1 X 2020-01-09,192.568722
15WCXN1 X 2020-01-10,205.509020
15WCXN1 X 2020-01-11,172.453271
15WCXN1 X 2020-01-12,182.458612
15WCXN1 X 2020-01-13,142.625413
15WCXN1 X 2020-01-14,138.037849
15WCXN1 X 2020-01-15,197.401591
15WCXN1 X 2020-01-16,176.484790
15WCXN1 X 2020-01-17,151.320692
15WCXN1 X 2020-01-18,182.894303
15WCXN1 X 2020-01-19,58.245933
15WCXN1 X 2020-01-20,123.069483
15WCXN1 X 2020-01-21,164.946358
15WCXN1 X 2020-01-22,186.161763
15WCXN1 X 2020-01-23,125.060712
15WCXN1 X 2020-01-24,108.360214
15WCXN1 X 2020-01-25,144.987167
15WCXN1 X 2020-01-26,161.831378
15WCXN1 X 2020-01-27,122.638627
15WCXN1 X 2020-01-28,159.507049
15WCXN1 X 2020-01-29,130.894925
15WCXN1 X 2020-01-30,112.685143
15WCXN1 X 2020-01-31,155.681304
15WCXN1 X 2020-02-01,154.526603
15WCXN1 X 2020-02-02,112.809437
15WCXN1 X 2020-02-03,107.774118
15WCXN1 X 2020-02-04,78.819086
15WCXN1 X 2020-02-05,100.858611
15WCXN1 X 2020-02-06,158.344586
15WCXN1 X 2020-02-07,163.862530
15WCXN1 X 2020-02-08,105.572071
15WCXN1 X 2020-02-09,114.618873
15WCXN1 X 2020-02-10,151.037896
15WCXN1 X 2020-02-11,141.586262
15WCXN1 X 2020-02-12,96.623351
15WCXN1 X 2020-02-13,122.043284
15WCXN1 X 2020-02-14,95.610627
15WCXN1 X 2020-02-15,109.426909
15WCXN1 X 2020-02-16,92.799573
15WCXN1 X 2020-02-17,136.683542
15WCXN1 X 2020-02-18,144.241888
15WCXN1 X 2020-02-19,124.879746
15WCXN1 X 2020-02-20,80.134443
15WCXN1 X 2020-02-21,109.879966
15WCXN1 X 2020-02-22,104.884224
15WCXN1 X 2020-02-23,113.132661
15WCXN1 X 2020-02-24,90.282813
15WCXN1 X 2020-02-25,76.065306
15WCXN1 X 2020-02-26,41.737190
15WCXN1 X 2020-02-27,116.230175
15WCXN1 X 2020-02-28,91.157044
15WCXN1 X 2020-02-29,108.228702
15WCXN1 X 2020-03-01,78.457930
15WCXN1 X 2020-03-02,135.794093
15WCXN1 X 2020-03-03,119.166596
15WCXN1 X 2020-03-04,117.106929
15WCXN1 X 2020-03-05,125.372458
15WCXN1 X 2020-03-06,66.357046
15WCXN1 X 2020-03-07,63.379213
15WCXN1 X 2020-03-08,66.758392
15WCXN1 X 2020-03-09,115.820095
15WCXN1 X 2020-03-10,96.535754
15WCXN1 X 2020-03-11,93.972757
15WCXN1 X 2020-03-12,69.454999
15WCXN1 X 2020-03-13,92.079750
15WCXN1 X 2020-03-14,112.041619
15WCXN1 X 2020-03-15,32.653931
15WCXN1 X 2020-03-16,80.671831
15WCXN1 X 2020-03-17,68.454136
15WCXN1 X 2020-03-18,98.479619
15WCXN1 X 2020-03-19,42.319409
15WCXN1 X 2020-03-20,97.480757
15WCXN1 X 2020-03-21,84.358632
15WCXN1 X 2020-03-22,97.831391
15WCXN1 X 2020-03-23,53.466856
15WCXN1 X 2020-03-24,112.783739
15WCXN1 X 2020-03-25,84.445595
15WCXN1 X 2020-03-26,37.837786
15WCXN1 X 2020-03-27,56.213908
15WCXN1 X 2020-03-28,68.738774
15WCXN1 X 2020-03-29,98.744437
15WCXN1 X 2020-03-30,115.235508
15WCXN1 X 2020-03-31,114.878546
15WCXN1 X 2020-04-01,69.207138
15WCXN1 X 2020-04-02,80.011503
15WCXN1 X 2020-04-03,55.432015
15WCXN1 X 2020-04-04,60.436020
19090SM X 2020-01-02,79.225257
19090SM X 2020-01-03,91.317257
19090SM X 2020-01-04,125.835312
19090SM X 2020-01-05,130.712354
19090SM X 2020-01-06,86.015820
19090SM X 2020-01-07,88.465198
19090SM X 2020-01-08,50.979849
19090SM X 2020-01-09,148.448292
19090SM X 2020-01-10,122.161757
19090SM X 2020-01-11,81.028786
19090SM X 2020-01-12,43.787444
19090SM X 2020-01-13,101.607873
19090SM X 2020-01-14,43.949060
19090SM X 2020-01-15,76.927310
19090SM X 2020-01-16,94.304800
19090SM X 2020-01-17,56.484729
19090SM X 2020-01-18,49.352111
19090SM X 2020-01-19,62.141200
19090SM X 2020-01-20,143.251103
19090SM X 2020-01-21,58.751963
19090SM X 2020-01-22,72.994820
19090SM X 2020-01-23,155.775390
19090SM X 2020-02-18,74.085287
19090SM X 2020-02-19,51.655020
19090SM X 2020-02-20,51.904524
19090SM X 2020-02-21,96.642361
19090SM X 2020-02-22,57.762324
19090SM X 2020-02-23,51.244008
19090SM X 2020-02-24,61.249440
19090SM X 2020-02-25,32.734631
19090SM X 2020-02-26,99.184556
19090SM X 2020-02-27,115.836026
19090SM X 2020-02-28,90.252388
19090SM X 2020-02-29,128.136889
19090SM X 2020-03-01,54.935026
19090SM X 2020-03-02,42.952411
19090SM X 2020-03-03,77.916382
19090SM X 2020-03-04,60.186587
19090SM X 2020-03-05,61.967413
19090SM X 2020-03-06,85.931684
19090SM X 2020-03-07,44.634409
19090SM X 2020-03-08,78.557409
19090SM X 2020-03-09,63.316608
19090SM X 2020-03-10,119.967107
19090SM X 2020-03-11,115.122819
19090SM X 2020-03-12,60.645280
19090SM X 2020-03-13,26.851159
19090SM X 2020-03-14,35.886167
19090SM X 2020-03-15,68.645738
19090SM X 2020-03-16,96.115815
19090SM X 2020-03-17,66.748233
19090SM X 2020-03-18,39.512873
19090SM X 2020-03-19,53.756210
19090SM X 2020-03-20,70.686526
19090SM X 2020-03-21,51.014167
19090SM X 2020-03-22,59.290062
19090SM X 2020-03-23,46.767778
19090SM X 2020-03-24,88.704918
19090SM X 2020-03-25,46.468632
19090SM X 2020-03-26,69.427673
19090SM X 2020-03-27,47.248197
19090SM X 2020-03-28,49.400520
19090SM X 2020-03-29,50.775497
19090SM X 2020-03-30,65.708876
19090SM X 2020-03-31,53.022037
19090SM X 2020-04-01,53.196489
19090SM X 2020-04-02,47.833782
19090SM X 2020-04-03,50.582706
19090SM X 2020-04-04,57.210196
1BD5TVT X 2020-01-02,87.934979
1BD5TVT X 2020-01-03,73.776544
1BD5TVT X 2020-01-04,71.150853
1BD5TVT X 2020-01-05,77.068304
1BD5TVT X 2020-01-06,71.887103
1BD5TVT X 2020-01-07,63.991623
1BD5TVT X 2020-01-08,73.450440
1BD5TVT X 2020-01-09,81.792093
1BD5TVT X 2020-01-10,70.589097
1BD5TVT X 2020-01-11,71.676097
1BD5TVT X 2020-01-12,62.194524
1BD5TVT X 2020-01-13,76.757882
1BD5TVT X 2020-01-14,128.274833
1BD5TVT X 2020-01-15,64.067543
1BD5TVT X 2020-01-16,77.771941
1BD5TVT X 2020-01-17,80.224085
1BD5TVT X 2020-01-18,76.885845
1BD5TVT X 2020-01-19,73.410525
1BD5TVT X 2020-01-20,81.564362
1BD5TVT X 2020-01-21,113.902135
1BD5TVT X 2020-01-22,69.598316
1BD5TVT X 2020-01-23,74.064873
1BD5TVT X 2020-01-24,70.827361
1BD5TVT X 2020-01-25,66.949968
1BD5TVT X 2020-01-26,90.956423
1BD5TVT X 2020-01-27,94.149147
1BD5TVT X 2020-01-28,87.853778
1BD5TVT X 2020-01-29,70.262198
1BD5TVT X 2020-01-30,103.115710
1BD5TVT X 2020-01-31,104.717910
1BD5TVT X 2020-02-01,92.473671
1BD5TVT X 2020-02-02,86.253213
1BD5TVT X 2020-02-03,63.351310
1BD5TVT X 2020-02-04,61.781246
1BD5TVT X 2020-02-05,67.895978
1BD5TVT X 2020-02-06,107.776796
1BD5TVT X 2020-02-07,74.389001
1BD5TVT X 2020-02-08,78.223708
1BD5TVT X 2020-02-09,51.790049
1BD5TVT X 2020-02-10,83.911655
1BD5TVT X 2020-02-11,109.059913
1BD5TVT X 2020-02-12,88.745054
1BD5TVT X 2020-02-13,99.829159
1BD5TVT X 2020-02-14,82.199058
1BD5TVT X 2020-02-15,69.994790
1BD5TVT X 2020-02-16,67.950060
1BD5TVT X 2020-02-17,111.981854
1BD5TVT X 2020-02-18,129.728488
1BD5TVT X 2020-02-19,134.304816
1BD5TVT X 2020-02-20,79.148313
1BD5TVT X 2020-02-21,80.034066
1BD5TVT X 2020-02-22,79.718143
1BD5TVT X 2020-02-23,93.201867
1BD5TVT X 2020-02-24,79.321103
1BD5TVT X 2020-02-25,80.065524
1BD5TVT X 2020-02-26,83.093245
1BD5TVT X 2020-02-27,89.048944
1BD5TVT X 2020-02-28,85.441607
1BD5TVT X 2020-02-29,76.800841
1BD5TVT X 2020-03-01,55.258179
1BD5TVT X 2020-03-02,66.264913
1BD5TVT X 2020-03-03,67.267214
1BD5TVT X 2020-03-04,61.447026
1BD5TVT X 2020-03-05,80.306060
1BD5TVT X 2020-03-06,128.869628
1BD5TVT X 2020-03-07,117.994321
1BD5TVT X 2020-03-08,88.693151
1BD5TVT X 2020-03-09,93.397734
1BD5TVT X 2020-03-10,91.323481
1BD5TVT X 2020-03-11,86.292554
1BD5TVT X 2020-03-12,73.925758
1BD5TVT X 2020-03-13,80.279557
1BD5TVT X 2020-03-14,53.110067
1BD5TVT X 2020-03-15,73.141603
1BD5TVT X 2020-03-16,79.312370
1BD5TVT X 2020-03-17,68.270354
1BD5TVT X 2020-03-18,54.039876
1BD5TVT X 2020-03-19,49.089484
1BD5TVT X 2020-03-20,121.082881
1BD5TVT X 2020-03-21,79.920203
1BD5TVT X 2020-03-22,72.359306
1BD5TVT X 2020-03-23,71.814967
1BD5TVT X 2020-03-24,79.942734
1BD5TVT X 2020-03-25,61.239668
1BD5TVT X 2020-03-26,71.564782
1BD5TVT X 2020-03-27,77.750753
1BD5TVT X 2020-03-28,48.993923
1BD5TVT X 2020-03-29,51.295630
1BD5TVT X 2020-03-30,53.875889
1BD5TVT X 2020-03-31,58.386468
1BD5TVT X 2020-04-01,79.933693
1BD5TVT X 2020-04-02,78.541635
1BD5TVT X 2020-04-03,77.103312
1BD5TVT X 2020-04-04,40.537975
1JJE0UY X 2020-01-02,28.307039
1JJE0UY X 2020-01-03,28.112970
1JJE0UY X 2020-01-04,35.458258
1JJE0UY X 2020-01-05,32.980471
1JJE0UY X 2020-01-06,37.250862
1JJE0UY X 2020-01-07,31.071106
1JJE0UY X 2020-01-08,33.580085
1JJE0UY X 2020-01-09,23.112656
1JJE0UY X 2020-01-10,41.277845
1JJE0UY X 2020-01-11,22.660946
1JJE0UY X 2020-01-12,18.499591
1JJE0UY X 2020-01-13,22.931554
1JJE0UY X 2020-01-14,23.208745
1JJE0UY X 2020-01-15,34.308583
1JJE0UY X 2020-01-16,39.180013
1JJE0UY X 2020-01-17,40.614980
1JJE0UY X 2020-01-18,36.465444
1JJE0UY X 2020-01-19,60.354437
1JJE0UY X 2020-01-20,70.324349
1JJE0UY X 2020-01-21,66.671907
1JJE0UY X 2020-01-22,59.874503
1JJE0UY X 2020-01-23,63.171865
1JJE0UY X 2020-01-24,46.461347
1JJE0UY X 2020-01-25,44.223509
1JJE0UY X 2020-01-26,37.730599
1JJE0UY X 2020-01-27,23.667615
1JJE0UY X 2020-01-28,20.984270
1JJE0UY X 2020-01-29,21.558727
1JJE0UY X 2020-01-30,19.185861
1JJE0UY X 2020-01-31,29.749187
1JJE0UY X 2020-02-01,22.589484
1JJE0UY X 2020-02-02,30.089776
1JJE0UY X 2020-02-03,26.236553
1JJE0UY X 2020-02-04,32.558389
1JJE0UY X 2020-02-05,62.179155
1JJE0UY X 2020-02-06,66.481409
1JJE0UY X 2020-02-07,71.728806
1JJE0UY X 2020-02-08,28.239344
1JJE0UY X 2020-02-09,16.221886
1JJE0UY X 2020-02-10,21.502436
1JJE0UY X 2020-02-11,20.377426
1JJE0UY X 2020-02-12,23.324730
1JJE0UY X 2020-02-13,24.158401
1JJE0UY X 2020-02-14,47.060656
1JJE0UY X 2020-02-15,28.919914
1JJE0UY X 2020-02-16,25.594910
1JJE0UY X 2020-02-17,26.017152
1JJE0UY X 2020-02-18,26.096488
1JJE0UY X 2020-02-19,24.630638
1JJE0UY X 2020-02-20,20.119933
1JJE0UY X 2020-02-21,28.216301
1JJE0UY X 2020-02-22,20.472270
1JJE0UY X 2020-02-23,24.525456
1JJE0UY X 2020-02-24,32.654487
1JJE0UY X 2020-02-25,18.283736
1JJE0UY X 2020-02-26,27.033036
1JJE0UY X 2020-02-27,33.219532
1JJE0UY X 2020-02-28,25.571266
1JJE0UY X 2020-02-29,19.783572
1JJE0UY X 2020-03-01,20.208542
1JJE0UY X 2020-03-02,36.144679
1JJE0UY X 2020-03-03,35.848578
1JJE0UY X 2020-03-04,36.946696
1JJE0UY X 2020-03-05,34.907552
1JJE0UY X 2020-03-06,59.731126
1JJE0UY X 2020-03-07,32.524114
1JJE0UY X 2020-03-08,18.598040
1JJE0UY X 2020-03-09,24.448019
1JJE0UY X 2020-03-10,16.933746
1JJE0UY X 2020-03-11,33.923455
1JJE0UY X 2020-03-12,23.752858
1JJE0UY X 2020-03-13,30.918175
1JJE0UY X 2020-03-14,46.525516
1JJE0UY X 2020-03-15,23.896234
1JJE0UY X 2020-03-16,41.673743
1JJE0UY X 2020-03-17,22.906969
1JJE0UY X 2020-03-18,19.472333
1JJE0UY X 2020-03-19,52.715796
1JJE0UY X 2020-03-20,32.648546
1JJE0UY X 2020-03-21,36.649290
1JJE0UY X 2020-03-22,40.345029
1JJE0UY X 2020-03-23,50.539146
1JJE0UY X 2020-03-24,72.073464
1JJE0UY X 2020-03-25,53.921465
1JJE0UY X 2020-03-26,70.712702
1JJE0UY X 2020-03-27,60.912171
1JJE0UY X 2020-03-28,26.221722
1JJE0UY X 2020-03-29,25.003798
1JJE0UY X 2020-03-30,29.906795
1JJE0UY X 2020-03-31,34.924516
1JJE0UY X 2020-04-01,26.672362
1JJE0UY X 2020-04-02,25.543873
1JJE0UY X 2020-04-03,29.512154
1JJE0UY X 2020-04-04,39.717499
1PILPB3 X 2020-01-02,61.174962
1PILPB3 X 2020-01-03,60.366819
1PILPB3 X 2020-01-04,44.144040
1PILPB3 X 2020-01-05,68.606738
1PILPB3 X 2020-01-06,64.099612
1PILPB3 X 2020-01-07,38.141053
1PILPB3 X 2020-01-08,46.504824
1PILPB3 X 2020-01-09,89.787381
1PILPB3 X 2020-01-10,38.621921
1PILPB3 X 2020-01-11,57.205302
1PILPB3 X 2020-01-12,55.069915
1PILPB3 X 2020-01-13,70.096143
1PILPB3 X 2020-01-14,80.580821
1PILPB3 X 2020-01-15,51.273952
1PILPB3 X 2020-01-16,53.410952
1PILPB3 X 2020-01-17,101.898978
1PILPB3 X 2020-01-18,54.385257
1PILPB3 X 2020-01-19,90.296687
1PILPB3 X 2020-01-20,54.795743
1PILPB3 X 2020-01-21,69.133054
1PILPB3 X 2020-01-22,52.577857
1PILPB3 X 2020-01-23,68.049853
1PILPB3 X 2020-01-24,58.012640
1PILPB3 X 2020-01-25,67.712683
1PILPB3 X 2020-01-26,54.512214
1PILPB3 X 2020-01-27,57.511071
1PILPB3 X 2020-01-28,37.757567
1PILPB3 X 2020-01-29,51.293549
1PILPB3 X 2020-01-30,60.097492
1PILPB3 X 2020-01-31,44.132742
1PILPB3 X 2020-02-01,41.832639
1PILPB3 X 2020-02-02,105.739111
1PILPB3 X 2020-02-03,84.558276
1PILPB3 X 2020-02-04,100.554028
1PILPB3 X 2020-02-05,40.792635
1PILPB3 X 2020-02-06,78.232492
1PILPB3 X 2020-02-07,53.857810
1PILPB3 X 2020-02-08,40.833159
1PILPB3 X 2020-02-09,82.239156
1PILPB3 X 2020-02-10,51.180925
1PILPB3 X 2020-02-11,81.677772
1PILPB3 X 2020-02-12,45.992802
1PILPB3 X 2020-02-13,93.454955
1PILPB3 X 2020-02-14,116.804602
1PILPB3 X 2020-02-15,79.551865
1PILPB3 X 2020-02-16,60.230313
1PILPB3 X 2020-02-17,101.462132
1PILPB3 X 2020-02-18,63.821004
1PILPB3 X 2020-02-19,52.522135
1PILPB3 X 2020-02-20,64.108764
1PILPB3 X 2020-02-21,67.179940
1PILPB3 X 2020-02-22,47.107363
1PILPB3 X 2020-02-23,47.551790
1PILPB3 X 2020-02-24,66.486989
1PILPB3 X 2020-02-25,85.096430
1PILPB3 X 2020-02-26,59.370131
1PILPB3 X 2020-02-27,60.111893
1PILPB3 X 2020-02-28,48.034700
1PILPB3 X 2020-02-29,66.602368
1PILPB3 X 2020-03-01,91.498893
1PILPB3 X 2020-03-02,90.555242
1PILPB3 X 2020-03-03,61.311730
1PILPB3 X 2020-03-04,48.421310
1PILPB3 X 2020-03-05,55.020504
1PILPB3 X 2020-03-06,64.536173
1PILPB3 X 2020-03-07,74.663560
1PILPB3 X 2020-03-08,36.684996
1PILPB3 X 2020-03-09,55.060216
1PILPB3 X 2020-03-10,46.076333
1PILPB3 X 2020-03-11,39.275921
1PILPB3 X 2020-03-12,71.043471
1PILPB3 X 2020-03-13,66.774438
1PILPB3 X 2020-03-14,45.258069
1PILPB3 X 2020-03-15,43.098431
1PILPB3 X 2020-03-16,45.672332
1PILPB3 X 2020-03-17,76.314206
1PILPB3 X 2020-03-18,100.339159
1PILPB3 X 2020-03-19,44.782390
1PILPB3 X 2020-03-20,40.975591
1PILPB3 X 2020-03-21,130.673587
1PILPB3 X 2020-03-22,69.327934
1PILPB3 X 2020-03-23,76.547306
1PILPB3 X 2020-03-24,82.151278
1PILPB3 X 2020-03-25,72.411667
1PILPB3 X 2020-03-26,50.258040
1PILPB3 X 2020-03-27,47.976335
1PILPB3 X 2020-03-28,51.918019
1PILPB3 X 2020-03-29,53.017304
1PILPB3 X 2020-03-30,47.215515
1PILPB3 X 2020-03-31,48.519516
1PILPB3 X 2020-04-01,48.579664
1PILPB3 X 2020-04-02,54.779286
1PILPB3 X 2020-04-03,57.995013
1PILPB3 X 2020-04-04,79.764778
1WV2OIN X 2020-01-02,59.456853
1WV2OIN X 2020-01-03,84.459909
1WV2OIN X 2020-01-04,96.377905
1WV2OIN X 2020-01-05,70.644857
1WV2OIN X 2020-01-06,69.298544
1WV2OIN X 2020-01-07,50.510536
1WV2OIN X 2020-01-08,103.969348
1WV2OIN X 2020-01-09,98.825378
1WV2OIN X 2020-01-10,81.176328
1WV2OIN X 2020-01-11,73.558487
1WV2OIN X 2020-01-12,63.730413
1WV2OIN X 2020-01-13,109.410135
1WV2OIN X 2020-01-14,102.742258
1WV2OIN X 2020-01-15,73.768074
1WV2OIN X 2020-01-16,119.660524
1WV2OIN X 2020-01-17,102.867411
1WV2OIN X 2020-01-18,60.300471
1WV2OIN X 2020-01-19,55.138101
1WV2OIN X 2020-01-20,88.178542
1WV2OIN X 2020-01-21,65.164772
1WV2OIN X 2020-01-22,60.608607
1WV2OIN X 2020-01-23,73.542255
1WV2OIN X 2020-01-24,65.503864
1WV2OIN X 2020-01-25,87.444963
1WV2OIN X 2020-01-26,85.756606
1WV2OIN X 2020-01-27,116.611888
1WV2OIN X 2020-01-28,100.479807
1WV2OIN X 2020-01-29,124.521230
1WV2OIN X 2020-01-30,101.451962
1WV2OIN X 2020-01-31,113.392837
1WV2OIN X 2020-02-01,80.911748
1WV2OIN X 2020-02-02,73.067225
1WV2OIN X 2020-02-03,87.977003
1WV2OIN X 2020-02-04,69.891734
1WV2OIN X 2020-02-05,80.905624
1WV2OIN X 2020-02-06,101.818024
1WV2OIN X 2020-02-07,96.414630
1WV2OIN X 2020-02-08,86.008971
